,Word,Lower_case
4765,Trudy,trudy
4766,Trula,trula
4767,Tuesday,tuesday
4768,Twila,twila
4769,Twyla,twyla
4770,Tybi,tybi
4771,Tybie,tybie
4772,Tyne,tyne
4773,Ula,ula
4774,Ulla,ulla
4775,Ulrica,ulrica
4776,Ulrika,ulrika
4777,Ulrike,ulrike
4778,Umeko,umeko
4779,Una,una
4780,Ursa,ursa
4781,Ursala,ursala
4782,Ursola,ursola
4783,Ursula,ursula
4784,Ursulina,ursulina
4785,Ursuline,ursuline
4786,Uta,uta
4787,Val,val
4788,Valaree,valaree
4789,Valaria,valaria
4790,Vale,vale
4791,Valeda,valeda
4792,Valencia,valencia
4793,Valene,valene
4794,Valenka,valenka
4795,Valentia,valentia
4796,Valentina,valentina
4797,Valentine,valentine
4798,Valera,valera
4799,Valeria,valeria
4800,Valerie,valerie
4801,Valery,valery
4802,Valerye,valerye
4803,Valida,valida
4804,Valina,valina
4805,Valli,valli
4806,Vallie,vallie
4807,Vally,vally
4808,Valma,valma
4809,Valry,valry
4810,Van,van
4811,Vanda,vanda
4812,Vanessa,vanessa
4813,Vania,vania
4814,Vanna,vanna
4815,Vanni,vanni
4816,Vannie,vannie
4817,Vanny,vanny
4818,Vanya,vanya
4819,Veda,veda
4820,Velma,velma
4821,Velvet,velvet
4822,Vena,vena
4823,Venita,venita
4824,Ventura,ventura
4825,Venus,venus
4826,Vera,vera
4827,Veradis,veradis
4828,Vere,vere
4829,Verena,verena
4830,Verene,verene
4831,Veriee,veriee
4832,Verile,verile
4833,Verina,verina
4834,Verine,verine
4835,Verla,verla
4836,Verna,verna
4837,Vernice,vernice
4838,Veronica,veronica
4839,Veronika,veronika
4840,Veronike,veronike
4841,Veronique,veronique
4842,Vi,vi
4843,Vicki,vicki
4844,Vickie,vickie
4845,Vicky,vicky
4846,Victoria,victoria
4847,Vida,vida
4848,Viki,viki
4849,Vikki,vikki
4850,Vikkie,vikkie
4851,Vikky,vikky
4852,Vilhelmina,vilhelmina
4853,Vilma,vilma
4854,Vin,vin
4855,Vina,vina
4856,Vinita,vinita
4857,Vinni,vinni
4858,Vinnie,vinnie
4859,Vinny,vinny
4860,Viola,viola
4861,Violante,violante
4862,Viole,viole
4863,Violet,violet
4864,Violetta,violetta
4865,Violette,violette
4866,Virgie,virgie
4867,Virgina,virgina
4868,Virginia,virginia
4869,Virginie,virginie
4870,Vita,vita
4871,Vitia,vitia
4872,Vitoria,vitoria
4873,Vittoria,vittoria
4874,Viv,viv
4875,Viva,viva
4876,Vivi,vivi
4877,Vivia,vivia
4878,Vivian,vivian
4879,Viviana,viviana
4880,Vivianna,vivianna
4881,Vivianne,vivianne
4882,Vivie,vivie
4883,Vivien,vivien
4884,Viviene,viviene
4885,Vivienne,vivienne
4886,Viviyan,viviyan
4887,Vivyan,vivyan
4888,Vivyanne,vivyanne
4889,Vonni,vonni
4890,Vonnie,vonnie
4891,Vonny,vonny
4892,Wallie,wallie
4893,Wallis,wallis
4894,Wally,wally
4895,Waly,waly
4896,Wanda,wanda
4897,Wandie,wandie
4898,Wandis,wandis
4899,Waneta,waneta
4900,Wenda,wenda
4901,Wendeline,wendeline
4902,Wendi,wendi
4903,Wendie,wendie
4904,Wendy,wendy
4905,Wenona,wenona
4906,Wenonah,wenonah
4907,Whitney,whitney
4908,Wileen,wileen
4909,Wilhelmina,wilhelmina
4910,Wilhelmine,wilhelmine
4911,Wilie,wilie
4912,Willa,willa
4913,Willabella,willabella
4914,Willamina,willamina
4915,Willetta,willetta
4916,Willette,willette
4917,Willi,willi
4918,Willie,willie
4919,Willow,willow
4920,Willy,willy
4921,Willyt,willyt
4922,Wilma,wilma
4923,Wilmette,wilmette
4924,Wilona,wilona
4925,Wilone,wilone
4926,Wilow,wilow
4927,Windy,windy
4928,Wini,wini
4929,Winifred,winifred
4930,Winna,winna
4931,Winnah,winnah
4932,Winne,winne
4933,Winni,winni
4934,Winnie,winnie
4935,Winnifred,winnifred
4936,Winny,winny
4937,Winona,winona
4938,Winonah,winonah
4939,Wren,wren
4940,Wrennie,wrennie
4941,Wylma,wylma
4942,Wynn,wynn
4943,Wynne,wynne
4944,Wynnie,wynnie
4945,Wynny,wynny
4946,Xaviera,xaviera
4947,Xena,xena
4948,Xenia,xenia
4949,Xylia,xylia
4950,Xylina,xylina
4951,Yalonda,yalonda
4952,Yehudit,yehudit
4953,Yelena,yelena
4954,Yetta,yetta
4955,Yettie,yettie
4956,Yetty,yetty
4957,Yevette,yevette
4958,Yoko,yoko
4959,Yolanda,yolanda
4960,Yolande,yolande
4961,Yolane,yolane
4962,Yolanthe,yolanthe
4963,Yonina,yonina
4964,Yoshi,yoshi
4965,Yoshiko,yoshiko
4966,Yovonnda,yovonnda
4967,Yvette,yvette
4968,Yvonne,yvonne
4969,Zabrina,zabrina
4970,Zahara,zahara
4971,Zandra,zandra
4972,Zaneta,zaneta
4973,Zara,zara
4974,Zarah,zarah
4975,Zaria,zaria
4976,Zarla,zarla
4977,Zea,zea
4978,Zelda,zelda
4979,Zelma,zelma
4980,Zena,zena
4981,Zenia,zenia
4982,Zia,zia
4983,Zilvia,zilvia
4984,Zita,zita
4985,Zitella,zitella
4986,Zoe,zoe
4987,Zola,zola
4988,Zonda,zonda
4989,Zondra,zondra
4990,Zonnya,zonnya
4991,Zora,zora
4992,Zorah,zorah
4993,Zorana,zorana
4994,Zorina,zorina
4995,Zorine,zorine
4996,Zsa Zsa,zsa zsa
4997,Zsazsa,zsazsa
4998,Zulema,zulema
4999,Zuzana,zuzana
